time_seconds,mfcc_00,mfcc_01,mfcc_02,mfcc_03,mfcc_04,mfcc_05,mfcc_06,mfcc_07,mfcc_08,mfcc_09,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,delta_mfcc_00,delta_mfcc_01,delta_mfcc_02,delta_mfcc_03,delta_mfcc_04,delta_mfcc_05,delta_mfcc_06,delta_mfcc_07,delta_mfcc_08,delta_mfcc_09,delta_mfcc_10,delta_mfcc_11,delta_mfcc_12,delta_mfcc_13,delta_mfcc_14,delta_mfcc_15,delta_mfcc_16,delta_mfcc_17,delta_mfcc_18,delta_mfcc_19,zcr,spectral_flux,energy_norm,flux_norm,zcr_norm,is_flux_peak
0.45,-643.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.637686,-17.846052,-2.714339,-4.2134624,-3.418834,-0.3741812,-0.7253001,-1.9571251,-0.15792987,-1.7772803,0.88609165,1.2070497,-0.03572335,1.2185787,0.32775646,-0.14649267,-0.043356463,0.5706954,-0.60022366,-0.094956525,0.0,0.0,0.0,0.0,0.0,False
0.46,-643.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.263138,-9.020765,2.2284296,0.2567464,-0.2520541,1.1655346,0.5033636,-1.4910499,-0.18400986,-1.5704509,-0.9046236,-0.62507224,-1.2435801,0.54288405,-0.65243703,-0.89402485,-0.8268896,0.45548072,-0.35657236,-1.0684198,0.0,0.0,0.0,0.0,0.0,False
0.47,-465.09427,-12.743156,15.052923,-2.3430243,-0.48654282,30.368902,19.412407,-9.178453,8.899336,-22.152817,-0.6174444,3.595112,-18.428099,11.894518,-1.2346877,7.912117,-4.0996723,8.889229,-9.180111,5.6112847,66.39263,-0.64251554,5.962468,3.7144096,2.8970284,2.388608,0.8087326,-1.5678945,-0.91726667,-1.2566255,-1.4908936,-1.4926531,-1.7425326,-0.3331072,-1.1712399,-1.1338041,-1.218726,-0.17072491,-0.55420643,-1.0909832,0.065,0.073453546,0.012315764,0.996414,0.48507464,False
0.48,-128.8411,-6.7323227,24.220953,5.400552,5.0870867,16.952717,2.0029721,-4.3365445,2.705102,-11.770956,7.7965817,1.2256348,-6.2043176,-2.5555415,-2.8531003,-11.786636,-4.9630547,3.0018206,-4.1974363,6.263073,71.73809,8.559665,8.797813,6.5473804,4.668534,2.2837653,0.23237257,-1.5797263,-1.777945,-2.0462089,-2.483856,-1.8557955,-1.2481102,-0.15210865,-0.9057239,-1.4217598,-1.3965931,-0.74252045,-0.99822235,-1.9898688,0.2175,0.029644178,0.33054593,0.40212998,1.0,False
0.49,-113.87647,14.758414,28.172451,20.594099,6.7871466,13.274894,7.6052837,-4.9185157,-4.135853,-10.666352,-2.87149,0.71775115,-3.4213393,-2.3352094,-7.2738075,-9.500753,-3.9326894,-3.8989115,-4.193312,-9.7969055,52.166836,11.19038,10.324528,8.197303,6.3453617,2.2734854,-0.029898686,-1.503985,-2.661725,-2.5502174,-4.077519,-2.1039002,-0.5928305,-0.45542052,-0.25584716,-1.0571138,-1.0323541,-0.8124364,-1.2079202,-2.7116158,0.27,0.05589427,0.4186984,0.7582184,1.0,False
0.5,-147.08023,37.512638,38.30356,25.157516,12.41968,8.80316,5.700861,-8.99931,-1.9821062,-5.106831,-17.977837,-15.295717,-13.0835705,3.2181385,-7.631366,-7.1185513,-10.229674,2.5899763,-0.2958657,-14.775479,24.49615,13.515516,11.370457,9.191436,7.0173655,2.0821865,-0.22271174,-1.0106044,-3.3411262,-2.8334563,-4.7906914,-1.896288,0.17493212,-1.3971986,0.12690827,-0.4588391,-0.42003512,-0.4020849,-0.79605496,-2.8454316,0.1475,0.074963264,0.5472018,1.0,1.0,True
0.51,-198.10495,48.95288,55.684372,38.961517,35.262455,21.511795,3.654182,-14.165667,-12.44092,-7.939494,-10.151141,-11.732901,-12.886798,-5.252024,-7.280588,-3.996162,-7.666677,-3.5611272,-5.0679655,-1.9430039,-10.5713415,14.9863825,10.982838,10.568095,7.079284,1.1149492,-0.8693606,-0.48730257,-3.241631,-2.1971216,-4.709452,-3.00347,0.33691323,-1.5042146,1.1861789,0.60051334,0.44861808,-0.45619437,-0.31464842,-3.0276167,0.0625,0.0828101,0.683401,1.0,0.46641794,False
0.52,-238.23924,66.04859,67.772255,50.676533,35.552902,17.994556,0.8463023,-9.636974,-13.088635,-25.056711,-20.092052,-10.670058,-6.266459,3.6057508,-2.7999554,-10.416783,-10.125797,-6.5649147,-12.271128,-17.150991,-39.58139,14.6064415,12.102911,10.484559,7.0620375,2.552488,0.03988302,-1.2199916,-3.4931958,-3.4818902,-3.8088539,-1.6660571,0.0061513544,-0.8754412,0.7991617,1.3314018,1.3661557,0.45799202,-0.3564071,-1.9621645,0.0275,0.059043296,0.7995049,0.8009357,0.2052239,False
0.53,-294.46118,76.41,80.20235,59.36063,48.8081,27.072308,5.8714333,-11.672748,-18.267467,-28.233421,-34.883293,-11.761616,-5.24345,-2.4057698,2.4797757,-3.2570007,-4.790807,-0.93472093,-11.946922,-18.77421,-44.089127,13.969291,12.636222,9.691284,6.477258,2.8945422,-0.08901988,-0.951852,-3.7448258,-3.902861,-1.6521101,-0.8249416,-0.25721723,-0.95638835,1.4547869,1.2831724,1.469917,0.5741796,-0.5500739,-0.80023986,0.0225,0.046208136,0.8718455,0.62682384,0.16791047,False
0.54,-328.6097,90.928795,93.04115,64.36395,45.937767,31.125097,8.381165,-8.326343,-19.768654,-31.980228,-30.396753,-7.866265,-4.8670692,-12.584206,-0.9071007,-0.5668226,-2.267308,6.0356107,-5.6102066,-14.648797,-43.813393,13.965927,11.930357,9.316994,5.10783,2.6007066,0.14215045,-0.84373933,-3.6545877,-3.6738198,-0.5092336,-0.17473817,0.60248864,-0.9336765,1.0937783,1.4687475,1.6806155,0.4407319,-0.10439096,-0.51570046,0.0175,0.021293001,0.93081695,0.28884438,0.13059703,False
0.55,-360.75583,100.846954,94.79821,86.19284,48.270924,27.2673,3.6689184,-9.959111,-13.027372,-26.18168,-26.079771,-29.554745,-15.170559,-3.2088265,9.013853,6.2076387,1.0108783,0.5775981,-5.969639,-19.036533,-41.182392,14.459013,10.695898,8.002235,3.4217274,1.251193,-0.21796691,-1.1051865,-2.7079034,-2.03051,-0.16619918,-0.42392054,0.47159767,-0.09418501,0.6002903,1.186296,1.1597291,0.48394784,0.5001625,-0.38270968,0.015,0.013766958,0.96274835,0.1867519,0.1119403,False
0.56,-422.5486,114.22554,122.297005,88.76689,59.759357,32.194637,3.6590269,-19.815685,-32.674286,-33.85263,-19.537518,-4.768398,-3.31922,-7.842338,-8.883644,-7.057558,7.121455,4.1349,-3.8343883,-12.095213,-37.11733,13.678447,9.426881,6.7716565,2.9811957,0.5728411,-0.7301219,-1.5956194,-2.2609167,-0.3613238,0.91943383,-0.35703036,0.07882259,0.00025621007,0.11728121,1.1078529,0.7970137,-0.05858015,0.58588535,0.7237163,0.0175,0.01298361,0.98458374,0.17612562,0.13059703,False
0.57,-464.694,134.59601,128.84656,91.21881,59.340813,32.989033,5.9102774,-13.51495,-35.325874,-36.797947,-15.94289,-11.341888,-13.810827,-5.359787,6.8667707,2.136697,-1.2006816,-1.664404,-11.004923,-15.889487,-31.38286,11.993356,7.6425138,5.611357,2.489766,-0.022738488,-1.067724,-1.560485,-1.8045205,-0.14944719,0.979361,-0.42887405,0.07683839,0.882498,0.08867935,0.6719717,0.32480875,-0.7411009,0.1427285,0.6980588,0.0175,0.008621996,1.0,0.11695933,0.13059703,False
0.58,-495.611,152.57149,131.47594,99.96622,59.00943,32.05704,5.2853127,-17.48249,-31.154404,-34.685265,-23.750677,-16.712597,-2.345061,-4.781378,-0.42688662,6.267245,0.056015432,2.0504255,-3.1217027,-14.5134325,-25.327188,9.862319,5.8225007,4.163761,2.3056145,-0.403557,-1.245253,-1.61724,-1.3831846,0.1813628,0.255272,-0.17648102,0.3565004,1.320747,0.21820046,0.31840926,-0.17833053,-1.2249458,-0.43714178,0.48690328,0.0175,0.009325439,1.0,0.1265017,0.13059703,False
0.59,-514.2109,166.02872,136.70901,99.997955,60.274216,26.50708,-1.7834672,-21.06589,-27.754532,-26.425364,-22.08517,-14.544135,-4.857155,-0.08291122,-0.25539678,0.21109158,-2.0493538,-1.9233956,-5.3425517,-11.742576,-18.233084,7.593923,4.132342,2.3585298,1.5331821,-0.5602181,-1.1726315,-1.2911648,-0.91637754,0.21622293,-0.29477397,0.4286533,0.65715826,0.85357636,0.06333127,0.12210911,-0.5005579,-1.023352,-0.5080754,0.53176093,0.015,0.004995822,1.0,0.06776945,0.1119403,False
0.6,-520.7017,164.75266,139.066,102.71576,62.367947,25.114689,-3.3767653,-21.059376,-28.619587,-27.826027,-21.756395,-14.068672,-6.9747787,-1.4962238,1.3073057,1.2006432,-0.8354536,-4.149018,-8.421556,-12.423416,-10.577609,4.949252,1.7872683,1.6357633,0.5425773,-1.0766577,-1.3880941,-0.91490537,0.2815417,0.70368105,-0.6070167,-0.6929298,0.06606181,0.89730084,0.6245011,0.41572836,-0.58308417,-1.0942088,-0.5590275,0.14591877,0.0175,0.002498123,0.99998254,0.033887606,0.13059703,False
0.61,-526.14197,158.76508,137.07129,105.06474,68.01779,31.653545,0.9936422,-20.560158,-31.713467,-33.26078,-27.617157,-18.062176,-7.910334,0.18751615,4.6695967,5.164048,2.3039098,-2.6411476,-8.189198,-13.014788,-5.6298966,2.0929723,0.8843399,0.9256226,0.48563626,-0.8968852,-1.300036,-1.1238137,8.322398e-05,0.37538767,-0.66575205,-0.17067204,0.2569958,0.55122834,-0.101339795,-0.2415014,-0.09105263,-0.79788494,-0.4354062,0.16612117,0.0175,0.0076761357,0.9905612,0.10412852,0.13059703,False
0.62,-523.02216,162.30325,138.32375,103.49722,64.17419,26.94252,-2.8498402,-22.124577,-30.422037,-29.55691,-22.769625,-13.682208,-5.375371,0.1874664,2.3091655,1.3443098,-1.721417,-5.7178106,-9.624673,-12.734183,-2.4556906,0.21360652,0.31471,0.1963651,0.31512764,-0.58057475,-0.92592204,-0.75517887,-0.49254316,-0.18968509,-0.26694125,0.06595174,-0.28474286,0.3658397,0.35788864,-0.24475719,-0.14446926,-0.836167,-0.8282426,-0.11591639,0.0175,0.0076249014,0.9841394,0.10343351,0.13059703,False
0.63,-521.90027,163.56769,138.7534,102.91269,62.779415,25.206448,-4.415067,-23.17809,-30.90213,-29.64352,-22.738737,-13.740425,-5.563889,-0.022474289,2.234254,1.4908493,-1.3947641,-5.3449173,-9.3309555,-12.540746,-0.7515391,-0.47445652,-0.12814865,-0.049926504,-0.085063554,-0.38373154,-0.55531406,-0.5801154,-0.627361,-0.54175204,-0.2393635,0.0091887,0.01701166,0.07715234,0.17031965,-0.011740132,-0.16459842,-0.5091691,-0.5315251,-0.23826817,0.0175,0.005812495,0.9724615,0.07884781,0.13059703,False
0.64,-521.6197,163.6856,138.16142,101.50073,60.800793,23.152355,-6.045077,-24.097301,-31.145418,-29.518559,-22.653412,-13.999126,-6.235047,-0.93783927,1.3589859,0.8859817,-1.678845,-5.4542913,-9.51213,-12.989559,-0.06183268,-0.12040939,-0.23736878,-0.41947174,-0.5801495,-0.67017275,-0.6837143,-0.5871827,-0.38258278,-0.1600369,0.008124669,0.107860394,0.10826464,-0.0019006061,-0.14755163,-0.25832027,-0.3285078,-0.3366788,-0.25439554,-0.12951647,0.0175,0.0051909033,0.9601233,0.07041578,0.13059703,False
0.65,-525.2111,159.49788,136.26091,102.29953,63.577675,26.407627,-3.9084013,-24.088648,-33.306953,-33.000362,-26.17203,-16.435543,-7.0848856,-0.42515695,2.511979,1.8743278,-1.3711298,-5.901181,-10.448215,-14.063798,0.044088744,-0.024442038,-0.25066885,-0.5276745,-0.7480548,-0.82800525,-0.73878074,-0.51478386,-0.23634984,0.0040724752,0.13728803,0.13984442,0.03610514,-0.118251696,-0.26178813,-0.3499999,-0.36641556,-0.32012996,-0.2344285,-0.1341928,0.0175,0.007904048,0.9501894,0.1072202,0.13059703,False
0.66,-524.7976,160.00659,136.56442,102.33104,63.35192,26.015951,-4.3234844,-24.36966,-33.318153,-32.65734,-25.460749,-15.419975,-5.901883,0.7362071,3.4489067,2.4240904,-1.2733274,-6.1801605,-10.885368,-14.346701,-0.365802,-0.49135512,-0.42345887,-0.33919677,-0.2686809,-0.2337789,-0.23930049,-0.2718722,-0.3066904,-0.31882858,-0.29395905,-0.23398566,-0.15553686,-0.0825508,-0.036457047,-0.028117163,-0.05446664,-0.100610785,-0.14602582,-0.1721774,0.0175,0.007429714,0.93503076,0.10078575,0.13059703,False
0.67,-523.2281,161.75943,137.10873,101.41933,61.32369,23.64566,-6.1533074,-25.027481,-32.663433,-31.067955,-23.648975,-14.126914,-5.604457,-0.0122862905,2.0095508,0.87684643,-2.363048,-6.473438,-10.366197,-13.285786,-0.421049,-0.5386698,-0.3905032,-0.20751889,-0.05584787,0.01707948,0.0011702855,-0.0753556,-0.16209666,-0.21116015,-0.19838636,-0.13162516,-0.043387033,0.027075393,0.05270966,0.029548617,-0.024606688,-0.08143619,-0.11648423,-0.119224325,0.02,0.0056214673,0.923711,0.07625648,0.14925374,False
0.68,-522.0992,162.86653,136.98016,99.89413,58.89785,21.231,-7.6621118,-25.166443,-31.59659,-29.481773,-22.406776,-13.8595495,-6.436712,-1.5485808,0.44976375,-0.09451969,-2.4928057,-5.9547415,-9.695078,-12.975893,-0.30697834,-0.3890119,-0.26933417,-0.11546453,0.024229305,0.1125795,0.13676755,0.10998103,0.061767388,0.022493998,0.009653186,0.022249412,0.045019522,0.05926606,0.054030057,0.031754896,0.005898388,-0.007568717,0.00028527578,0.026111523,0.0175,0.0015005487,0.91050285,0.020355282,0.13059703,False
0.69,-524.7145,159.79987,135.54053,100.39105,60.844303,23.5816,-6.0401435,-25.00773,-32.953964,-31.759132,-24.67302,-15.283047,-6.6357584,-0.70782954,1.7271974,0.91564584,-2.2310195,-6.5196714,-10.791891,-14.134592,-0.08029073,-0.12785466,-0.15799408,-0.17272148,-0.14008446,-0.04652481,0.09267983,0.23726921,0.3386484,0.3613587,0.29905155,0.17740425,0.042837612,-0.057322428,-0.093851276,-0.06533464,0.0049113133,0.08197877,0.13546109,0.15085486,0.0175,0.0048720916,0.895957,0.06609102,0.13059703,False
0.7,-526.65454,157.60294,134.7602,101.32385,63.110275,26.305641,-3.8507962,-24.06115,-33.41881,-33.254124,-26.48238,-16.681973,-7.1737967,-0.33462608,2.7228203,2.093576,-1.256265,-5.9526176,-10.648389,-14.322796,-0.45438537,-0.5528549,-0.31111273,0.009485245,0.314784,0.5206186,0.5792561,0.492212,0.30576685,0.091833845,-0.0780927,-0.15623799,-0.13131858,-0.027471082,0.10858689,0.22617818,0.2877754,0.27897233,0.20921992,0.10484266,0.0175,0.0080103045,0.8851087,0.10866159,0.13059703,False
0.71,-525.3628,159.18365,135.70303,101.49603,62.68979,25.706926,-4.1426954,-23.6768,-32.23542,-31.423756,-24.355804,-14.669023,-5.6014886,0.64378,3.1441996,2.1373763,-1.3459849,-5.939825,-10.351759,-13.636488,-0.60798746,-0.7221387,-0.35546696,0.11864293,0.5492353,0.8109347,0.8463224,0.6798093,0.39977023,0.11876182,-0.07032163,-0.12448411,-0.057297636,0.077007115,0.21181177,0.29515523,0.30495554,0.24905679,0.15415761,0.051509716,0.0175,0.0066341115,0.8698344,0.08999322,0.13059703,False
0.72,-524.81055,159.7778,135.83398,101.13205,62.070816,25.237743,-4.082478,-22.915665,-30.899595,-29.892418,-23.103956,-14.070244,-5.7785196,-0.14124866,2.128903,1.3205761,-1.6507661,-5.6410522,-9.592258,-12.71812,-0.522113,-0.6090551,-0.26532364,0.17730497,0.5766261,0.8166618,0.84723157,0.6950436,0.4441591,0.19673039,0.032275613,-0.017579254,0.029265165,0.12414406,0.21490549,0.2679317,0.27597106,0.25138497,0.21194841,0.16885975,0.0175,0.0063665253,0.8579007,0.08636336,0.13059703,False
0.73,-524.1996,160.35544,135.69667,100.212166,60.70108,23.994118,-4.6570935,-22.57177,-29.799597,-28.532686,-22.081535,-13.810118,-6.352057,-1.2584233,0.95862424,0.5446551,-1.8320477,-5.3431683,-9.155022,-12.510334,-0.40322366,-0.4788925,-0.23190944,0.09865214,0.42001522,0.6487764,0.735958,0.6785843,0.5150278,0.30758104,0.11997537,-0.0016537826,-0.03860856,0.0010617706,0.09091412,0.19725525,0.2886807,0.34188968,0.3441515,0.29401138,0.0175,0.0047507575,0.84565604,0.0644451,0.13059703,False
0.74,-529.367,154.46518,133.48924,102.48348,66.49278,31.029184,0.9790178,-20.286385,-31.407661,-33.059807,-27.538433,-18.049301,-7.8986254,0.21717525,4.672085,5.052926,2.002775,-3.145084,-8.816894,-13.609062,-0.5695404,-0.6996961,-0.41233853,-0.023458736,0.3624378,0.648947,0.7758628,0.7337623,0.56133354,0.32797176,0.108944796,-0.037918013,-0.08682407,-0.04662817,0.04740801,0.14840676,0.21380983,0.21783945,0.15776818,0.05331265,0.0175,0.0070685935,0.83089024,0.09588707,0.13059703,False
0.75,-527.6155,156.40686,134.0484,101.39435,64.197495,28.521759,-0.5729228,-19.994738,-29.015564,-29.056652,-22.995405,-14.241259,-5.858156,0.045455933,2.5527525,1.8223358,-1.2612612,-5.510972,-9.794938,-13.251561,-0.64476115,-0.7874321,-0.45466232,-0.019775517,0.38409206,0.64406854,0.7043917,0.5796068,0.34110647,0.08488366,-0.10502189,-0.18296784,-0.14974399,-0.0425442,0.08561834,0.18691869,0.232274,0.21478339,0.145439,0.045927666,0.0175,0.008385899,0.82055587,0.11375661,0.13059703,False
0.76,-526.6897,157.55139,134.75647,101.54238,63.838272,27.84224,-1.3403611,-20.664173,-29.502535,-29.377604,-23.221394,-14.435641,-6.0308795,-0.051733732,2.6259413,2.1629434,-0.588563,-4.4934225,-8.478498,-11.743675,-0.46623942,-0.5809939,-0.37140477,-0.09737549,0.15821877,0.32644472,0.37502196,0.31522664,0.19168068,0.060964935,-0.030960465,-0.063252896,-0.042058103,0.008653924,0.061151195,0.095724635,0.10557699,0.09450441,0.070730515,0.041469637,0.015,0.0055567585,0.80710626,0.075378686,0.1119403,False
0.77,-528.471,155.37169,133.47818,101.41992,64.73919,29.305521,0.066140056,-19.87505,-29.648666,-30.444511,-24.890709,-16.21172,-7.4137144,-0.6945162,2.8234966,3.046882,0.6426674,-3.3241413,-7.729288,-11.6284895,-0.30555522,-0.4033165,-0.3251854,-0.21918856,-0.111685246,-0.024448935,0.031722244,0.05785958,0.06256018,0.05552794,0.042591095,0.024673192,0.00062628585,-0.028432688,-0.056488898,-0.073805824,-0.07160637,-0.04764437,-0.009252231,0.028499603,0.0175,0.0035421841,0.7939922,0.04805053,0.13059703,False
0.78,-531.07294,152.06682,131.19458,100.52834,65.25196,30.906742,2.2384186,-17.676031,-27.833412,-29.195396,-24.159843,-15.803236,-7.1142836,-0.4010538,3.0274165,2.8969443,-0.21440506,-5.178653,-10.64562,-15.33102,-0.18111776,-0.2680438,-0.29751334,-0.3284448,-0.3418077,-0.32371622,-0.27125922,-0.19372015,-0.10893666,-0.036632158,0.00837396,0.020397473,0.0033492805,-0.03208404,-0.072753005,-0.10690396,-0.12638,-0.12710862,-0.10875197,-0.07439706,0.0175,0.006827259,0.7840158,0.09261332,0.13059703,False
0.79,-528.87103,154.87573,133.15509,101.28358,64.709885,29.25724,-0.09926379,-20.166336,-29.970207,-30.637905,-24.81389,-15.81641,-6.7819333,-0.014255524,3.3336892,3.2302628,0.47133118,-3.7373028,-8.177618,-11.895166,7.707936,0.27600783,-3.9547231,-2.730289,-1.8251957,-0.7074992,0.039824765,0.49022397,0.5621402,0.4066304,0.11936369,-0.14451556,-0.31303304,-0.34132656,-0.26656383,-0.14081608,-0.028128197,0.045808896,0.07314529,0.07455759,0.015,0.009257976,0.77019113,0.12558654,0.1119403,False
0.8,-527.2337,156.63065,133.45898,99.839035,61.92248,26.052353,-2.6649868,-21.326439,-29.525276,-28.98427,-22.734566,-14.144735,-6.0902653,-0.4504581,2.0195203,1.5140942,-1.1620376,-4.9578085,-8.866403,-12.10224,26.139292,-2.9003904,-9.653925,-6.6444426,-4.1016955,-1.2212797,0.85995954,2.1817179,2.5554366,2.2489238,1.4809206,0.6114231,-0.12574449,-0.5476032,-0.64071715,-0.46101394,-0.13547798,0.23206227,0.54359925,0.7514602,0.0175,0.004314779,0.7589677,0.058530953,0.13059703,False
0.81,-528.6593,154.8183,132.17871,99.21657,61.84391,26.226141,-2.5797808,-21.585072,-30.212942,-30.011345,-23.901714,-15.23897,-6.966193,-1.0670029,1.609877,1.2042279,-1.4923695,-5.4138174,-9.523553,-12.994318,22.590267,-7.1117463,-15.341742,-10.923305,-7.0483894,-2.7169266,0.5661919,2.8020573,3.7016468,3.5755172,2.6929686,1.5304866,0.4268773,-0.32583123,-0.6443203,-0.53899586,-0.1336941,0.43954912,1.0157946,1.472464,0.0175,0.005922218,0.7484901,0.08033623,0.13059703,False
0.82,-530.9289,152.2203,131.15833,100.075905,64.09608,28.802168,-0.8810631,-21.595482,-32.05192,-33.041588,-26.99571,-17.239336,-7.145611,0.5995558,4.4636087,4.191527,0.60997754,-4.789096,-10.345677,-14.671999,7.086559,-15.43157,-19.39066,-14.225191,-9.112223,-3.787852,0.40561512,3.256701,4.51457,4.4702272,3.4867997,2.1071835,0.76783407,-0.18183371,-0.60669535,-0.50746065,-0.016971953,0.6937998,1.4234631,2.0104945,0.0175,0.008369008,0.735107,0.11352749,0.13059703,False
0.83,-409.6827,163.68103,77.509796,62.813873,38.906216,19.942612,2.228787,-10.175283,-17.966316,-20.478573,-19.225029,-15.207221,-10.197369,-5.364315,-1.9651719,-0.54430336,-1.277663,-3.6124566,-6.8450465,-10.061235,-6.711272,-21.437271,-21.405241,-15.911043,-10.054339,-4.236917,0.4271639,3.5633457,4.984621,4.9616218,3.926691,2.4477255,1.0101814,-0.02495627,-0.5050188,-0.43763888,0.039038602,0.7381055,1.4592825,2.0461724,0.0175,0.008031431,0.72534883,0.10894818,0.13059703,False
0.84,-223.81651,107.751144,32.186108,31.573254,22.982004,18.355288,12.116917,7.1011786,2.2371898,-1.3517456,-4.0669556,-5.443979,-5.7675776,-5.0005503,-3.6804576,-2.1996593,-1.101751,-0.57190186,-0.8011789,-1.701936,-18.446272,-24.674448,-21.069872,-15.858487,-9.954096,-4.3083286,0.2912128,3.3678641,4.812715,4.846217,3.9094143,2.5237823,1.1616533,0.15747014,-0.32736254,-0.29175818,0.14862043,0.8162128,1.5233418,2.1126547,0.0125,0.07477532,0.42533904,1.0,0.09328359,True
0.85,-478.72968,78.63219,6.0062246,8.462302,3.074254,1.935075,-0.45986134,-1.3553631,-2.0472016,-1.759829,-1.2949915,-0.55480784,-0.04903055,0.28016385,0.2280057,0.0023212358,-0.26574123,-0.29056907,-0.17216747,-0.03786971,-15.18923,-23.066935,-18.392584,-14.809624,-7.8430595,-4.4279885,0.25945947,1.7122073,5.3067183,3.780459,3.471011,2.7893324,0.8703102,0.64149886,-0.45672426,-0.07385061,0.08043543,0.61974126,1.5636132,1.8358507,0.005,0.034153074,0.007827057,0.46329418,0.037313435,False
0.86,-643.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.26094,-20.078522,-12.51004,-11.159789,-6.2558966,-4.4095397,-0.18326983,0.65434015,4.6520963,2.4845355,2.1599314,2.0320864,1.3867527,1.1685333,0.43987942,0.697788,0.57756984,0.15237494,1.0867212,0.9899142,0.0,0.0,0.0,0.0,0.0,False
0.87,-643.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.71921,-15.345042,-4.6312795,-5.029553,-1.7778406,-1.8636845,0.0005076284,-0.028014397,3.5017462,1.5432583,0.9669182,1.203767,1.1372977,1.6372381,0.78353405,0.8810137,0.2042777,-0.14697191,0.9150984,0.9471632,0.0,0.0,0.0,0.0,0.0,False
0.88,-643.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.575462,-6.4417768,1.7852553,-0.21442525,1.135668,1.1407434,0.7763429,0.8327071,2.7704089,1.039845,0.1937836,-0.474576,0.44836193,0.60433346,0.04966656,-0.4733691,-0.23718944,-0.42776304,0.29081073,0.12151999,0.0,0.0,0.0,0.0,0.0,False
0.89,-449.73993,31.757824,1.4601228,-8.570603,17.468681,-4.031931,4.7949367,-15.41092,16.925028,-8.662874,-2.7125869,4.706908,-5.811327,5.072852,-3.7959805,2.4180474,-0.7426241,-1.658724,2.5485692,-1.9166586,70.27228,0.76275,5.2908235,4.0196886,4.4478025,4.0687556,2.61669,3.277883,3.2063346,0.5918494,-0.14428605,-1.2119133,0.0043195975,-1.2871773,-0.8716095,-0.5825948,-0.45130256,-0.122702,0.70916647,0.24078077,0.06,0.070841745,0.009995218,0.9609843,0.4477612,False
0.9,-110.68757,23.518497,18.139582,4.119623,-1.4046544,-9.69861,0.38877013,-4.6419034,12.167806,-5.7511597,-9.338295,-4.554329,7.4701023,7.869446,10.651679,11.337335,8.254935,-4.3273644,-1.5337031,-6.7921543,70.23612,6.6825757,7.4981256,7.138414,6.383671,6.122459,4.472706,3.7671666,2.0090666,0.6747068,0.2221864,-0.88161194,-0.710967,-2.1415455,-1.5576248,-1.6285198,-0.5728911,0.12215122,0.5258814,0.23485172,0.2,0.023225216,0.31930482,0.3150553,1.0,False
0.91,-108.236145,20.117058,20.848553,16.477253,23.331387,16.01127,8.405112,5.2395906,17.625801,9.421385,-0.05895403,-0.44881308,-0.18501423,7.1454153,1.050729,1.3102932,-4.992571,-2.316361,6.0704546,8.903271,50.246674,7.598499,9.2168455,9.014302,7.2472577,7.188052,5.56974,3.463501,1.6151972,1.1319994,-0.026962645,-1.3657606,-0.6855985,-2.3172865,-1.698702,-1.7697254,-0.6020637,-0.13203476,-0.480474,0.32128212,0.265,0.055446096,0.43467325,0.75213885,1.0,False
0.92,-148.15096,35.312134,38.39837,22.428501,21.159332,30.766579,15.720211,20.819252,18.723412,10.901317,3.2600646,-11.541677,-1.2223804,-6.2874227,-7.929346,-16.554354,-5.056282,-2.8906403,-0.9912753,-2.7097497,22.134655,8.113669,9.951714,9.83822,7.4015856,8.296814,5.498997,4.0929933,0.73208785,1.3224831,-0.29491743,-1.039968,-0.7180031,-2.880759,-2.4335299,-1.8171786,-0.23407194,-0.32301977,-0.79398006,0.3475503,0.1325,0.075356044,0.55103534,1.0,0.988806,True
0.93,-197.49232,47.651184,41.610626,42.667725,42.60726,34.31049,22.70058,30.739124,20.150406,-4.3309784,-3.5402799,-8.714262,-0.84246975,-19.851997,-10.087412,0.18968451,-2.8105164,2.2769027,8.556985,2.8525574,-14.921895,8.288298,10.642879,10.205451,7.0895987,7.858858,5.168757,4.2348742,-0.073574334,1.3624392,-0.08238462,-1.3362943,-1.2587991,-2.7515252,-2.2448003,-2.0663583,-0.45504498,-0.004742718,-0.53932667,-0.19318955,0.05,0.08796711,0.7065255,1.0,0.37313437,False
