time_seconds,mfcc_00,mfcc_01,mfcc_02,mfcc_03,mfcc_04,mfcc_05,mfcc_06,mfcc_07,mfcc_08,mfcc_09,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,delta_mfcc_00,delta_mfcc_01,delta_mfcc_02,delta_mfcc_03,delta_mfcc_04,delta_mfcc_05,delta_mfcc_06,delta_mfcc_07,delta_mfcc_08,delta_mfcc_09,delta_mfcc_10,delta_mfcc_11,delta_mfcc_12,delta_mfcc_13,delta_mfcc_14,delta_mfcc_15,delta_mfcc_16,delta_mfcc_17,delta_mfcc_18,delta_mfcc_19,zcr,spectral_flux,energy_norm,flux_norm,zcr_norm,is_flux_peak
0.94,-258.2644,49.75437,57.21762,57.599197,51.754276,45.70993,41.3025,17.880901,5.486294,3.3971128,3.6945653,0.3712865,-10.828041,-14.608615,-13.045817,-16.015945,-2.8948517,1.7343206,1.0856491,0.033250317,-43.22663,9.9525795,10.512296,9.168617,7.5002275,7.0981107,5.413012,2.6061418,-0.19288152,0.60869026,0.47910982,-0.92303514,-2.9712777,-2.7120984,-2.4603236,-1.9264472,-0.013022399,0.16975747,-0.39073008,-0.08579956,0.02,0.0694185,0.8068189,0.94167763,0.14925374,False
0.95,-296.06787,65.76662,70.19952,61.818752,51.68287,44.250824,39.78354,9.101527,16.861647,8.103089,-5.911107,-12.307451,-2.4742546,-7.801195,-7.905195,-6.4468193,-2.498067,-5.6082563,-11.161161,1.3890848,-46.65635,10.900005,11.023174,8.469229,6.153889,4.9368563,3.9404395,1.2731036,-1.1150937,0.32106742,-0.3634435,-1.4030607,-2.821775,-1.4263266,-1.1203666,-0.4987104,0.11562781,-0.067618385,-0.40033194,-0.48148263,0.0175,0.043606754,0.86720717,0.5915355,0.13059703,False
0.96,-330.96506,76.196976,72.991615,61.493866,53.964706,55.961063,32.212772,25.37428,13.738459,6.126728,-7.67097,-3.2351966,-3.959415,-15.567467,-18.787754,-6.6522365,2.8348827,-6.062306,-3.5587113,0.83392316,-46.026936,10.920027,10.24622,8.32303,6.4956374,3.675905,2.391625,0.15358764,-1.5909425,0.017888483,-0.56713176,-1.0546087,-2.561729,0.14068033,-0.48987135,0.54568684,-0.16971903,-0.27486154,0.08374965,0.449708,0.0125,0.034796067,0.90541494,0.4720165,0.09328359,False
0.97,-386.91602,90.13809,90.583984,70.01706,60.461166,46.75057,36.373505,24.403671,18.33478,5.4004955,-2.3813987,-13.375778,-12.57514,-9.068736,-9.63133,-11.341195,-5.290869,0.061048865,4.0740023,-7.462717,-43.48894,11.4094515,9.927059,7.5212464,5.3536625,2.7991948,0.90435475,-0.089776106,-1.4716773,-0.17810854,-0.71715474,-1.185178,-1.8854035,0.60562253,-0.27107608,0.031020347,-0.47263578,-0.37627298,0.08954167,0.45691186,0.0125,0.02595189,0.93337756,0.35204327,0.09328359,False
0.98,-434.02618,95.32013,99.0786,77.173584,64.579834,58.636253,48.090633,23.20905,12.057515,5.6736383,5.64841,-11.959576,-26.030006,-19.024094,-13.357981,-11.36269,4.2596283,-0.0069370717,0.31593955,2.7893748,-38.687477,11.490712,8.814218,6.96155,4.802003,1.7165968,-0.41115984,0.36161265,-1.182793,-1.3267215,-1.1110432,-1.1782396,-1.0688392,0.13358492,0.070319764,0.69418895,-0.59652585,-0.06429282,0.73675776,0.6305986,0.01,0.011154019,0.95890033,0.1513068,0.07462687,False
0.99,-480.78796,110.757034,112.25581,87.80853,73.59479,60.379036,38.669857,23.838179,4.7435894,12.610014,-5.039922,-17.948921,-19.75674,-9.848898,-10.475851,-6.639598,-10.437344,-2.4363306,2.4876456,2.5141568,-33.334995,10.085198,7.5656514,6.66159,4.4777575,1.3226207,-0.2878717,0.020259636,-1.849825,-1.8838464,-0.8938594,-0.4606157,-0.9747295,-0.091668814,0.14365146,0.14818256,-0.66069436,0.31798688,0.9439939,0.6237213,0.01,0.016678585,0.98390985,0.22624879,0.07462687,False
1.0,-515.49036,122.907394,113.08117,101.58159,86.745895,59.265648,37.07607,21.809166,2.7604916,-1.9987147,-5.981529,-14.002301,-15.336407,-9.154918,-14.398472,-4.350123,-4.7609863,-4.025336,1.3930378,5.1245594,-26.53343,8.374074,6.1975226,5.957593,3.7657876,0.74771535,-0.09408512,-1.0153917,-1.5853006,-1.9947603,-1.337797,-0.651408,-0.17732708,0.21567236,0.63041115,0.3036871,-0.6190998,0.17800872,0.14821202,0.67717314,0.01,0.0169223,1.0,0.22955485,0.07462687,False
1.01,-538.7817,136.65219,121.06896,105.58481,83.05875,57.39872,36.0231,19.619267,6.598862,-5.095926,-10.805967,-10.709911,-11.583357,-12.969924,-13.211178,-6.8203745,-4.887,-2.1472547,1.8765023,4.8363547,-18.483406,6.374145,4.163518,4.4722223,2.6697671,0.8265334,-0.5618728,-0.9115732,-1.4037495,-2.0447762,-1.8117828,-0.013495382,0.7453479,0.010937119,0.29258,0.48176047,-0.10125026,-0.09138402,-0.25864437,0.6082656,0.0125,0.014307589,1.0,0.19408569,0.09328359,False
1.02,-540.81055,140.44093,125.81607,104.70618,80.578415,56.53855,34.949696,17.340717,4.328268,-4.3441067,-9.480027,-11.973623,-12.544907,-11.739529,-9.995045,-7.6494007,-4.966486,-2.219963,0.2794823,2.2672403,-11.465236,4.6136665,2.7609627,2.900604,1.4996264,-0.082111165,-0.91144174,-0.85680443,-0.67837244,-1.88111,-1.6597869,0.08180226,1.2051438,0.3261557,0.54478014,0.21372108,-0.21364588,0.023234313,-0.11617398,-0.15783629,0.0125,0.009817494,1.0,0.13317654,0.09328359,False
1.03,-542.4098,138.70776,125.322815,105.447495,82.048645,58.175594,36.341614,18.172768,4.364128,-5.1351824,-10.842436,-13.485119,-13.82537,-12.563881,-10.294909,-7.48976,-4.5042367,-1.6114587,0.9495778,2.9365845,-5.8836184,2.3433993,1.3903724,1.2890465,0.32367122,-0.13042018,-0.19274038,-0.70081973,-0.16596156,-1.4790386,-0.6999079,0.2602129,0.5101703,-0.18298031,0.46071973,-0.13375095,0.4659422,0.18630199,-0.1987424,-0.20340349,0.0125,0.006118907,1.0,0.08300436,0.09328359,False
1.04,-544.45557,136.34663,124.32831,106.07457,83.89563,60.401955,38.05757,18.805477,3.837744,-6.4575605,-12.386417,-14.72704,-14.467545,-12.573049,-9.831539,-6.796957,-3.8161178,-1.1035504,1.1788017,2.872562,-2.6197968,0.3535914,0.5035259,0.060227584,-0.27968675,0.19311282,0.1965941,-0.180937,0.0009098569,-0.30339843,-0.45162183,-0.20057191,-0.042854294,-0.16997437,0.50809216,-0.12641701,0.1567605,0.2933478,0.0028065979,-0.19238734,0.0125,0.005394707,1.0,0.07318042,0.09328359,False
1.05,-544.2041,136.62164,124.38225,105.82403,83.33577,59.607788,37.165924,17.98257,3.2411523,-6.713802,-12.25614,-14.241681,-13.730328,-11.739319,-9.078789,-6.2891874,-3.667992,-1.3510306,0.59461296,2.1019926,-1.2938477,-1.1821581,-0.5948088,-0.333284,0.10221507,0.5325884,0.58745915,0.35782132,0.07465952,-0.029084928,-0.21412294,-0.4738273,-0.40856948,-0.12502037,0.18710151,0.09114762,0.2695344,0.33332884,0.23230273,0.119242474,0.01,0.005324881,0.9863617,0.072233215,0.07462687,False
1.06,-543.053,137.89316,124.71118,104.95886,81.44615,57.22065,34.976578,16.612158,3.0288136,-5.8109126,-10.624669,-12.4568,-12.346587,-11.106388,-9.246609,-7.0289183,-4.5901985,-2.067239,0.33195353,2.3318949,-1.4770955,-1.8585604,-1.248746,-0.4609656,0.27674574,0.78996474,0.99224675,0.886572,0.5531761,0.12312905,-0.26553434,-0.5123449,-0.57564634,-0.4669305,-0.23456532,0.051681478,0.31794938,0.5062715,0.5874763,0.5611464,0.01,0.008606424,0.9639697,0.11674809,0.07462687,False
1.07,-544.7478,135.70755,123.10419,104.14957,81.45685,57.886097,36.00499,17.675797,3.8544104,-5.3791146,-10.604502,-12.750614,-12.792406,-11.536922,-9.536023,-7.11547,-4.4733973,-1.7875885,0.71843755,2.7734535,-1.5228119,-1.9428866,-1.3690313,-0.5876612,0.19818242,0.8003513,1.0982059,1.0652295,0.7644033,0.31856647,-0.13108638,-0.46430403,-0.60883534,-0.5509615,-0.33027372,-0.022504942,0.28426147,0.5140064,0.6218025,0.60246736,0.0125,0.0119494945,0.9408026,0.1620976,0.09328359,False
1.08,-548.7429,130.71516,119.895226,103.34096,82.99637,61.09771,39.819046,20.964542,5.7629495,-5.209242,-11.981209,-15.0496235,-15.195354,-13.301995,-10.211703,-6.635441,-3.1169858,-0.036337584,2.366191,3.962246,-1.2759186,-1.6412079,-1.1920164,-0.5668462,0.08527234,0.6169004,0.92087835,0.9560103,0.752959,0.39979854,0.0127250515,-0.2984328,-0.45946646,-0.44771746,-0.29139727,-0.05430732,0.18773207,0.3705896,0.45843425,0.44908443,0.0125,0.013665318,0.9187909,0.18537313,0.09328359,False
1.09,-551.42175,127.32762,117.60106,102.53735,83.686775,62.908253,42.121536,23.065533,7.0998354,-4.923044,-12.701329,-16.445133,-16.770784,-14.553524,-10.767837,-6.342785,-2.0530086,1.5439458,4.123294,5.57047,-0.96519876,-1.2388158,-0.89199954,-0.41060257,0.08937886,0.49427536,0.72302043,0.74661565,0.5915534,0.32721266,0.042096075,-0.18304592,-0.2968897,-0.28796542,-0.18192187,-0.028003462,0.11967381,0.21946542,0.2528382,0.22578734,0.0125,0.0115307495,0.8996424,0.15641722,0.09328359,False
1.1,-553.9284,124.14189,115.412254,101.75972,84.420364,64.921074,44.90795,25.966885,9.458212,-3.6141057,-12.684386,-17.65026,-18.841116,-16.93738,-12.854438,-7.6085973,-2.183881,2.5830889,6.086689,7.996315,-0.55282694,-0.7041875,-0.49216664,-0.20184644,0.09267591,0.3215419,0.4390395,0.4348601,0.33355436,0.18313833,0.037400007,-0.061714966,-0.09577402,-0.07223676,-0.017709827,0.034571037,0.057981748,0.041642766,-0.007349521,-0.06866138,0.0125,0.0066308384,0.88489,0.089948826,0.09328359,False
1.11,-553.116,125.15953,116.06897,101.91653,84.06477,64.17203,43.988495,25.150578,9.001951,-3.535073,-12.023525,-16.507332,-17.445301,-15.5990505,-11.896043,-7.2901745,-2.6402874,1.3784442,4.3227997,5.9889536,0.15321757,0.1823588,0.090156555,-0.031027984,-0.14331716,-0.2115989,-0.21406002,-0.14825764,-0.031145398,0.10647427,0.22893275,0.3052322,0.31647083,0.2595273,0.14660846,0.0013382514,-0.14727333,-0.27147642,-0.35058162,-0.37481502,0.01,0.01293196,0.87558967,0.17542496,0.07462687,False
1.12,-549.8042,129.29572,118.70827,102.50513,82.583374,61.12653,40.258995,21.74483,6.7854743,-4.05705,-10.815937,-13.983934,-14.331452,-12.724365,-9.97769,-6.7641582,-3.5791712,-0.74985975,1.5305935,3.1621437,0.68580526,0.8508181,0.5280993,0.09446628,-0.32764372,-0.6231462,-0.7179423,-0.59873116,-0.3135258,0.046131916,0.37454468,0.5829722,0.62299174,0.49589115,0.24684405,-0.0527054,-0.32782266,-0.5207751,-0.60388017,-0.58184296,0.01,0.016266394,0.8716937,0.22065732,0.07462687,False
1.13,-548.1382,131.40482,120.14279,103.01712,82.163574,59.993702,38.78544,20.344326,5.7993717,-4.4418135,-10.595942,-13.313501,-13.457136,-11.905407,-9.4186125,-6.577168,-3.7809865,-1.2849567,0.7559004,2.2498488,0.79058534,0.989372,0.63889503,0.16279882,-0.31066895,-0.658547,-0.7978047,-0.7069071,-0.4284335,-0.053058345,0.30912888,0.56054896,0.6416869,0.5434346,0.30402273,-0.006878495,-0.31076613,-0.5422553,-0.66412115,-0.6719776,0.01,0.015314072,0.8714542,0.20773886,0.07462687,False
1.14,-547.8484,131.80914,120.52623,103.35362,82.41824,60.13272,38.79012,20.222258,5.5866165,-4.6899023,-10.822176,-13.477654,-13.547972,-11.9410095,-9.435269,-6.612873,-3.861868,-1.4214349,0.56153584,1.9901079,0.76017255,0.94890773,0.6043784,0.13338661,-0.34046504,-0.6967734,-0.85130364,-0.7774758,-0.51062906,-0.1347366,0.24353689,0.5251323,0.64430714,0.58288765,0.37018344,0.07005755,-0.23976432,-0.48942494,-0.63351786,-0.6585189,0.0125,0.013002097,0.8714847,0.17637639,0.09328359,False
1.15,-545.7933,134.2954,121.88841,103.24841,80.96153,57.841766,36.396072,18.424763,4.8378954,-4.3013844,-9.559591,-11.833506,-12.065121,-11.042065,-9.313021,-7.20624,-4.911024,-2.5732236,-0.36407495,1.4991851,0.3428721,0.41734517,0.23313116,-0.017743174,-0.2679845,-0.45201328,-0.52403736,-0.46996683,-0.30994943,-0.09116786,0.12654851,0.28775144,0.35600433,0.32209006,0.2039621,0.0391428,-0.12753017,-0.2568017,-0.3247562,-0.32686123,0.0125,0.0091138985,0.8677474,0.123632096,0.09328359,False
1.16,-546.9617,132.85666,121.02576,103.15256,81.602005,58.98914,37.70369,19.538029,5.49296,-4.2189245,-10.007343,-12.648521,-13.023339,-11.918818,-9.929096,-7.454544,-4.766646,-2.0919743,0.32781625,2.225945,-0.3408915,-0.44804028,-0.354636,-0.22548726,-0.09185651,0.016541036,0.07976487,0.092329025,0.0630835,0.010775566,-0.042824585,-0.0797857,-0.09062756,-0.07554416,-0.042383704,-0.0026296615,0.032913588,0.057220392,0.06812816,0.06752768,0.0125,0.0067497785,0.85706234,0.09156227,0.09328359,False
1.17,-548.93835,130.43584,119.610146,103.05664,82.73341,60.892582,39.721092,21.027119,6.029014,-4.7239366,-11.302586,-14.251686,-14.3947735,-12.640258,-9.828618,-6.6412907,-3.5713844,-0.9398583,1.0663326,2.3564773,-0.8585551,-1.108413,-0.8186957,-0.41965663,-0.011018371,0.31101042,0.4801063,0.47602808,0.3263556,0.09430333,-0.14255577,-0.31542143,-0.38214663,-0.33517426,-0.19849452,-0.01607294,0.16350819,0.30101115,0.3751841,0.3844643,0.01,0.0057164156,0.8385539,0.07754447,0.07462687,False
1.18,-547.66656,131.91516,120.2269,102.523895,81.1031,58.535736,37.213943,18.980633,4.915105,-4.697677,-10.235422,-12.502716,-12.466465,-11.031769,-8.902949,-6.541936,-4.205776,-2.0264344,-0.09234612,1.4986538,-1.2478719,-1.6048945,-1.1666336,-0.56195515,0.058699165,0.5487916,0.8052618,0.79372245,0.5526544,0.17681183,-0.21369979,-0.5084251,-0.6351636,-0.57467294,-0.35897034,-0.05579071,0.2544758,0.50176364,0.64273524,0.6669669,0.01,0.008509156,0.8143564,0.115428634,0.07462687,False
1.19,-549.39777,129.67773,118.568405,101.66681,81.07435,59.17138,38.215504,20.003883,5.6640797,-4.3988037,-10.41107,-13.040165,-13.166316,-11.675269,-9.314207,-6.62722,-3.9618928,-1.5210644,0.5718751,2.2213793,-1.4071238,-1.8040067,-1.2948459,-0.59437585,0.120731354,0.67934144,0.96255517,0.9329694,0.6387797,0.19325942,-0.26236263,-0.60027385,-0.73923105,-0.6608452,-0.40635887,-0.05734407,0.29198214,0.56175655,0.70521456,0.71506995,0.01,0.013721862,0.7888199,0.18614016,0.07462687,False
1.2,-553.2775,124.7823,115.28875,100.59836,82.237045,62.027176,41.839752,23.35532,7.871172,-3.8181486,-11.454588,-15.268646,-15.867321,-14.085203,-10.82901,-6.94277,-3.1127434,0.17968535,2.659874,4.227815,-1.0872396,-1.4020538,-1.0303484,-0.517093,0.010486221,0.428338,0.6491606,0.6439313,0.44563326,0.1351118,-0.1855305,-0.42323336,-0.51872426,-0.4589582,-0.27486238,-0.026680557,0.21721338,0.40081963,0.49418217,0.49688557,0.0125,0.015236937,0.76637506,0.2066925,0.09328359,False
1.21,-554.9662,122.59296,113.650185,99.73669,82.202515,62.68656,42.91253,24.48474,8.712661,-3.512681,-11.77721,-16.1347,-17.038445,-15.230036,-11.606668,-7.0885015,-2.50499,1.4869058,4.446974,6.1592584,-0.6491882,-0.8446607,-0.64289665,-0.36310947,-0.073206455,0.1601434,0.2893664,0.29768303,0.20151602,0.04334849,-0.122256234,-0.24495512,-0.29221192,-0.25641063,-0.15396339,-0.017501252,0.115723416,0.21520288,0.26478168,0.264568,0.0125,0.010934468,0.7495425,0.14832854,0.09328359,False
1.22,-556.414,120.73926,112.334335,99.18265,82.46524,63.64228,44.29007,25.930275,9.872486,-2.9109237,-11.863715,-16.870953,-18.230556,-16.57818,-12.7782345,-7.7974424,-2.5785806,2.0693948,5.5518637,7.532396,-0.28851318,-0.37373683,-0.28088036,-0.15628013,-0.03511111,0.050087802,0.07929719,0.05064691,-0.019890768,-0.104445346,-0.1726707,-0.20144454,-0.18171363,-0.12043173,-0.037280418,0.042443838,0.096191905,0.111006886,0.08674528,0.034935363,0.0125,0.00694295,0.7384543,0.09418269,0.09328359,False
1.23,-555.3942,122.028,113.19881,99.45157,82.10704,62.772182,43.142445,24.802637,9.054106,-3.2090037,-11.560648,-16.0378,-17.076124,-15.401974,-11.90101,-7.4854136,-2.9787965,0.9671855,3.9177322,5.6617155,0.313561,0.39100647,0.24618544,0.043247603,-0.17053045,-0.34679767,-0.44805554,-0.45644215,-0.37715977,-0.23587649,-0.07108112,0.076342076,0.17336692,0.20221955,0.16318987,0.07252705,-0.04352809,-0.15651724,-0.2430295,-0.28952038,0.01,0.010974832,0.73171645,0.14887609,0.07462687,False
1.24,-552.66254,125.490875,115.55487,100.25312,81.26597,60.57244,40.162766,21.770325,6.6678042,-4.4433546,-11.441072,-14.699684,-14.943112,-13.070007,-9.98698,-6.4785867,-3.1307096,-0.30986992,1.8111193,3.1989589,0.81368,1.0235445,0.67425424,0.19068769,-0.30773887,-0.70226294,-0.9059601,-0.88517207,-0.66549385,-0.32132584,0.047236793,0.34294593,0.4969598,0.4844166,0.32643297,0.079159774,-0.18569246,-0.40233502,-0.5278773,-0.55033773,0.01,0.014052875,0.727533,0.19063044,0.07462687,False
1.25,-551.14685,127.41977,116.89412,100.77463,80.93977,59.563026,38.773922,20.35698,5.541888,-5.0861573,-11.55512,-14.378893,-14.374754,-12.471142,-9.544338,-6.3085566,-3.266922,-0.71579075,1.2145326,2.5034552,0.8590088,1.0857445,0.7310707,0.23956642,-0.26802546,-0.6715272,-0.8828532,-0.8677628,-0.65202826,-0.31094554,0.054080185,0.34457165,0.49108693,0.4691865,0.30148068,0.046304855,-0.22249322,-0.43789995,-0.5573565,-0.570909,0.01,0.013656507,0.72436416,0.18525362,0.07462687,False
1.26,-550.88293,127.789536,117.24919,101.09273,81.186775,59.69928,38.765602,20.188538,5.2247095,-5.5121584,-12.028343,-14.829044,-14.738525,-12.705954,-9.636987,-6.2771397,-3.156691,-0.5905787,1.2835276,2.4499412,0.6297058,0.79845375,0.5449988,0.19237341,-0.17448832,-0.4704532,-0.63214517,-0.6333675,-0.48988077,-0.2526858,0.007783079,0.22165869,0.33798283,0.33634758,0.22907074,0.05407243,-0.13861303,-0.30213907,-0.40515012,-0.43777183,0.0125,0.011946839,0.7210482,0.16206159,0.09328359,False
1.27,-549.3378,129.6861,118.363754,101.15816,80.23528,58.044563,36.901413,18.636206,4.3780866,-5.496598,-11.263676,-13.645456,-13.566115,-11.932903,-9.489355,-6.7582235,-4.0628552,-1.5949605,0.51009893,2.12324,0.28239745,0.35298055,0.22562484,0.049531683,-0.13136774,-0.27321357,-0.34373513,-0.33036333,-0.2427358,-0.1090618,0.032410573,0.14426278,0.19990247,0.18988332,0.12292673,0.021657316,-0.085309245,-0.1722901,-0.22357918,-0.2365516,0.0125,0.009439711,0.7166091,0.12805182,0.09328359,False
1.28,-549.121,129.94254,118.48613,101.106766,80.027435,57.74852,36.613052,18.446423,4.3416376,-5.3801928,-11.050255,-13.427072,-13.438529,-11.960625,-9.680292,-7.0574474,-4.3686447,-1.7932093,0.50433886,2.330555,-0.17257895,-0.23282903,-0.20095621,-0.1534626,-0.097377524,-0.040202204,0.01149044,0.05293258,0.081385665,0.095871225,0.09668732,0.0850575,0.06306086,0.033768877,0.001335462,-0.029292902,-0.053174626,-0.06659127,-0.06821934,-0.05977401,0.0125,0.0053428463,0.7100237,0.072476916,0.09328359,False
1.29,-551.0239,127.57295,116.996346,100.8239,80.96616,59.616074,38.8973,20.559849,5.7791567,-4.913914,-11.577771,-14.712869,-15.072312,-13.480953,-10.701241,-7.3628817,-3.9513156,-0.83339024,1.7079844,3.453496,-0.6884298,-0.8971166,-0.6848644,-0.3837682,-0.058359146,0.2256281,0.41718102,0.49114892,0.45183057,0.32862136,0.16559215,0.008505932,-0.10684458,-0.1618882,-0.1566922,-0.10606578,-0.032360654,0.042270865,0.10176752,0.13873237,0.0125,0.006583142,0.7001846,0.08930181,0.09328359,False
1.3,-552.4692,125.76494,115.828125,100.5163,81.49896,60.74414,40.234734,21.703999,6.4345202,-4.8514986,-12.002397,-15.359436,-15.618124,-13.662983,-10.40909,-6.676408,-3.110436,-0.15079744,1.9614215,3.1512387,-1.0836498,-1.4079939,-1.062822,-0.57469594,-0.050491333,0.40094376,0.69547135,0.7926266,0.70207703,0.47656327,0.19416718,-0.06443394,-0.23699188,-0.29333815,-0.23859145,-0.10621295,0.055874184,0.2011385,0.29731324,0.3328178,0.01,0.0058445153,0.6862033,0.07928217,0.07462687,False
1.31,-551.80524,126.50232,116.01789,99.96902,80.23842,59.00637,38.40889,20.231026,5.6901655,-4.6579356,-10.886693,-13.56255,-13.547548,-11.790419,-9.151249,-6.2899485,-3.6284552,-1.377013,0.39938912,1.7040578,-1.377653,-1.7854699,-1.3346238,-0.6988032,-0.019569652,0.5592858,0.92735523,1.0329232,0.8915133,0.57623255,0.19366415,-0.14708105,-0.3630547,-0.41609982,-0.31711915,-0.11618175,0.11715948,0.3165152,0.4371805,0.46547538,0.01,0.008753825,0.66805124,0.118747614,0.07462687,False
1.32,-553.5428,124.22711,114.250084,98.92717,79.99251,59.471592,39.37536,21.420137,6.8222084,-3.8024533,-10.426533,-13.50403,-13.801255,-12.208489,-9.572742,-6.5811377,-3.7081916,-1.2231054,0.76076853,2.218684,-1.3389323,-1.7402134,-1.3148154,-0.71216977,-0.063137434,0.49821967,0.8671388,0.99168134,0.8813996,0.5996274,0.24247715,-0.088840656,-0.31433257,-0.3930748,-0.3284785,-0.16077898,0.049682837,0.24251322,0.3742699,0.427783,0.01,0.014377322,0.64732844,0.19503163,0.07462687,False
1.33,-557.40765,119.271126,110.70792,97.38446,80.59064,61.888405,42.91516,25.18871,9.941962,-1.9906204,-10.223052,-14.803427,-16.14476,-14.918216,-11.929758,-8.000942,-3.8704586,-0.12690943,2.824199,4.762304,-0.9470235,-1.2422538,-0.9716991,-0.58423996,-0.15866788,0.22297713,0.494362,0.6190083,0.5961782,0.45751086,0.2559322,0.05037546,-0.10927191,-0.19300424,-0.1948612,-0.13010006,-0.027103301,0.08292023,0.17501494,0.23582983,0.0125,0.017063325,0.6273853,0.23146787,0.09328359,False
1.34,-558.6791,117.606224,109.41138,96.60608,80.36229,62.121445,43.42831,25.758907,10.364921,-1.8460568,-10.380934,-15.176176,-16.559248,-15.165743,-11.826829,-7.444683,-2.8738174,1.1763144,4.2065854,5.9562054,-0.5719401,-0.75402796,-0.60088056,-0.380564,-0.13667984,0.084944345,0.2465917,0.3265592,0.3227282,0.2511698,0.14047633,0.023595175,-0.070525534,-0.12329033,-0.12936433,-0.09575713,-0.037825715,0.026299438,0.08101383,0.11682368,0.0125,0.011366714,0.6120126,0.15419205,0.09328359,False
1.35,-559.3738,116.69165,108.689186,96.168625,80.254974,62.33613,43.90621,26.402225,11.054998,-1.22762,-9.93203,-14.958416,-16.58939,-15.415554,-12.231068,-7.9153104,-3.317573,0.8404615,4.0331774,5.9648676,3.3663635,2.3931234,-1.3131076,-2.283873,-1.5932682,-1.1788539,-0.73082393,-0.114059575,0.22667377,0.42061982,0.54046506,0.44994774,0.2978039,0.16458265,0.0012093226,-0.10770526,-0.15458421,-0.19620462,-0.19405921,-0.16667627,0.0125,0.006873955,0.60332984,0.09324676,0.09328359,False
1.36,-558.437,117.88747,109.530136,96.51692,80.09405,61.772614,43.140095,25.672985,10.5776005,-1.3200525,-9.624045,-14.356932,-15.895844,-14.872467,-12.0566025,-8.242925,-4.1565175,-0.38698143,2.645708,4.696727,19.448452,3.6884222,-4.7618976,-5.3820186,-4.756013,-3.7581887,-2.6799395,-1.3548037,-0.30833906,0.53023016,1.1153944,1.3432301,1.3144345,1.1379601,0.8128308,0.46024805,0.13046558,-0.16496664,-0.3670086,-0.46800512,0.01,0.013156794,0.6005483,0.17847489,0.07462687,False
1.37,-555.68506,121.40781,112.01838,97.5403,79.53911,59.862034,40.37181,22.69794,8.046425,-2.9040928,-10.011283,-13.593145,-14.292682,-12.917023,-10.285093,-7.1109276,-3.9373386,-1.1210409,1.1416452,2.7670422,16.080038,2.5428572,-7.5356665,-9.08765,-7.89056,-6.50437,-4.9288836,-2.858204,-1.1524673,0.26281145,1.3922907,1.9594285,2.10247,1.9797084,1.5363606,0.9514726,0.35548234,-0.21615604,-0.61710525,-0.7996356,0.01,0.015600368,0.6006563,0.21162254,0.07462687,False
1.38,-555.19977,122.090096,112.67921,98.13846,80.00639,60.114117,40.331287,22.322397,7.3522935,-3.831284,-11.025808,-14.517364,-14.958705,-13.2110615,-10.181914,-6.687545,-3.3602176,-0.60818964,1.3752224,2.5666933,4.8353024,-6.437206,-12.600442,-12.752141,-10.818872,-8.621713,-6.2780023,-3.6815982,-1.4918823,0.27854034,1.6072482,2.3102376,2.5036778,2.3401265,1.8373712,1.1705254,0.48228994,-0.15911436,-0.6253784,-0.86710453,0.01,0.014229873,0.6003147,0.19303145,0.07462687,False
1.39,-500.98886,162.86328,96.814514,66.246826,56.921806,41.942062,28.073313,19.110302,9.587307,1.99822,-2.6253667,-6.863285,-9.304293,-9.643665,-9.441119,-8.071169,-5.854084,-3.8933794,-1.7408432,0.25540736,-5.0749583,-13.568159,-15.92813,-14.858421,-12.423037,-9.688162,-6.869106,-4.0376644,-1.6303515,0.27313918,1.6386646,2.3832607,2.6012661,2.4312804,1.94813,1.3025843,0.62764335,0.0044141463,-0.47138265,-0.75571,0.0125,0.009075031,0.5972872,0.12310485,0.09328359,False
1.4,-306.79193,143.43835,50.775455,40.441006,26.760853,19.680706,12.739764,8.301213,4.721571,2.571101,0.94836986,0.018592283,-0.58953637,-0.6969745,-0.55571055,-0.2044119,0.1346525,0.5098751,0.8179858,1.0729921,-13.623874,-18.815222,-17.492477,-15.391055,-12.696772,-9.701364,-6.696579,-3.9108055,-1.5385655,0.2885068,1.5344743,2.221494,2.4203548,2.2488544,1.8280884,1.2713461,0.6881202,0.15956016,-0.2617278,-0.5443235,0.0075,0.10525427,0.45603925,1.0,0.05597015,True
1.41,-535.1242,113.90341,46.799927,17.74902,14.121807,6.7650604,0.6169701,-0.107468285,-1.572361,-2.3464289,-1.1385604,-0.81553185,-0.4618297,0.6245395,0.7986654,0.53002715,0.27460456,-0.4471981,-0.68629867,-0.1825812,-6.379945,-21.658094,-17.130629,-13.82577,-10.19034,-9.227278,-7.5428805,-3.2632751,-0.487963,0.9323795,1.4925814,2.2321322,0.8271105,2.4991372,1.6507331,0.78432363,1.2406431,-0.023386585,-0.76362073,0.35284048,0.0025,0.0408386,0.012291213,0.5539848,0.018656718,False
1.42,-643.8333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.725521,-22.905313,-14.3849535,-10.9858265,-7.7510705,-6.976974,-5.9243507,-2.0973287,0.88091004,1.832528,1.3296992,1.849369,0.79050046,1.6501017,0.1999007,-0.94519675,-0.17920355,-0.6817178,-1.0239493,0.41833696,0.0,0.0,0.0,0.0,0.0,False
